location,address,description,vendor,lat,lon,days_on_site,amenities,bathrooms,parking_lots,num_bedrooms,m2,final_price,price_square_meter,street,neighbourhood,postcode
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Snsn,"Nocnok ID: MX21-LX6301. Vivir en esta maravillosa ciudad no tiene que ser estresante, por eso nuestro objetivo es tu calidad de vida.Con una ubicación sin igual, localizado en uno de los barrios con mayor tradición de la Ciudad de México Roma Sur.Se encuentra cerca de las vialidades más importantes de la ciudad cultura, comercio y gastronomía enmarcan el proyecto.8 departamentos, seguridad 24 horas.Te acompañamos a dar el paso de vivir donde te mereces.Cercas de Tiendas de AutoservicioBancoEscuelaGasolineraHospitalIglesiaMetroRestauranteComercioMetroBusEcobicisCon ocho departamentos que van desde los 64m hasta los 90m, todos ellos con espacios privados.El conjunto se desarrolla en una esquina con amplias terrazas y luminoso patio interior. En planta baja 2 comercios de 58.82 m2 y 24.39 m2El departamento consta de61m2 habitables10m2 balcón71m2 totalesPRECIO DE VENTA 4,198,875Consta de sala, comedor, cocina completa,2 recamaras, 2 baños, balcón.NO TIENE ESTACIONAMIENTOUn lugar increíble para vivirAgenda tu citaFOTOS ILUSTRATIVAS.LOS PRECIOS Y DISPONIBILIDAD ESTÁN SUJETAS A CAMBIOS SIN PREVIO AVISO.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,2,71,4198875,59139.08451,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sursn, Roma Sur, Cuauhtémoc, Distrito Federal",Roma Sursn,"Nocnok ID: MX21-LS5095. Vivir en esta maravillosa ciudad no tiene que ser estresante, por eso nuestro objetivo es tu calidad de vida.Con una ubicación sin igual, localizado en uno de los barrios con mayor tradición de la Ciudad de México Roma Sur.Se encuentra cerca de las vialidades más importantes de la ciudad cultura, comercio y gastronomía enmarcan el proyecto.8 departamentos, seguridad 24 horas.Te acompañamos a dar el paso de vivir donde te mereces.Cercas de Tiendas de AutoservicioBancoEscuelaGasolineraHospitalIglesiaMetroRestauranteComercioMetroBusEcobicisEl departamento consta61m2 habitables10m2 balcón71m2 totalesCuenta conSalacomedorCocina2 recamaras2 bañosNO TIENE ESTACIONAMIENTOVigilancia 24/7Anímate a conocerloAgenda tu citaADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,2,71,4198875,59139.08451,Calle Quintana Roo,Colonia Roma Sur,6760
"Jalapa, Roma Sur, Cuauhtémoc, Distrito Federal",Jalapa,"145 Metros Cuadrados Construidos, tercer nivel 3 Recamaras cada una con Closet, 2 Baños completos, Sala enorme, Comedor, Cocina, Cuenta con cuarto de servicio Ubicación privilegiada.Cerca de Insurgentes Sur y Alvaro Obregon.Parques y Cafeterias cercanos.Valor comercial 4.000.000  valor promocional $ 1,894,000 pesosSolamente al contado, no vendemos remates, vendemos inmuebles, no pedimos anticipos, ni apartados, ni enganches.Los inmuebles están sujetos a cambio de precio, sin previo aviso. Todo el proceso ante notario público.Somos una empresa fundada en 1985.Más de 5.000 inmuebles en comercialización-Inmuebles a crédito o de contado.No se aceptan pagos en línea. EasyBroker ID: EB-GB3633",Inmuebles Hahn,19.4185174,-99.1613449,180,5,2,1,3,145,1894000,13062.06897,Jalapa,Zona Rosa,6700
"Hermosillo9, Roma Sur, Cuauhtémoc, Distrito Federal",Hermosillo9,"Nocnok ID: MX20-JM3868. ¡¡NUEVA OPORTUNIDAD de Ahorro entre 30 y 70% de DESCUENTO!!Pago de ContadoCentros comerciales, Vías de Acceso, RestaurantesEntrega GARANTIZADA!!!!Para Mayor InformaciónAgenda TU cita en nuestra oficina para una asesoría GRATUITAFavor de Comunicarte con nosotros al teléfono 5554485120ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Acreedores X Ti,19.401955,-99.1690664,300,4.081349206,1,1,2,70,2151648,30737.82857,Calle Hermosillo,Colonia Roma Sur,6760
"Hermosillo, Cuauhtémoc, Distrito Federal",Hermosillo,"Departamento de 86 m2, para modernizar, sala y comedor, cocina integral, 3 recámaras, 2 baños, 1 estacionamiento, cuarto de servicio en la azotea, elevador, seguridad 24 horas. EasyBroker ID: EB-GV7516",Organizacion Serrano,19.401955,-99.1690664,270,5,2,1,3,86,3250000,37790.69767,Calle Hermosillo,Colonia Roma Sur,6760
"Cuauhtémoc, Distrito Federal",," N O C R É D I T O S INMUEBLE EN ¨REMATE BANCARIO¨:¡ ¡ ¡ PROPIEDADES MUY POR DEBAJO DE SU VALOR COMERCIAL, OPORTUNIDAD UNICA PARA INVERTIR ! ! !Cerca de: Escuelas, hospitales, centros comerciales, establecimientos de comida, bancos.Qué es un inmueble de REMATE BANCARIO?Inmuebles que los bancos venden a unbajo costo por ser catalogados como cartera vencida. El banco busca recuperar su inversión y vende los inmuebles a un costo de remate o recuperación.BENEFICIO AL ADQUIRIR UNA PROPIEDAD DE REMATE BANCARIO:- ¡Entrega garantizada bajo CONTRATO¡ En un lapso de 8 a 14 meses.- La seguridad de una empresa seria con valores, principios éticos y laborales con experiencia en REMATES BANCARIOS.- Abogados capacitados para poderte brindar la mejor atención y servicio en tu trámite.Condiciones de COMPRA: NO SE ACEPTAN CRÉDITOS DE NINGÚN TIPO, SOLO PAGO DE CONTADO.LA DEVOLUCIÓN TOTAL DE TU INVERSIÓN, SIN PENALIZACIÓN EN CASO DE NO PODER CONTINUAR CON EL TRÁMITE...DOCUMENTACION LEGAL QUE AVALA NUESTRO SERVICIO.ANÍMATE A INVERTIR EN UN INMUEBLE CON UN PRECIO MUY POR DEBAJO DE SU VALOR COMERCIAL¡ ¡ CONTÁCTAME YA Y AGENDA TU CITA ! !",Consultores Patrimoniales,19.4112706,-99.1633664,90,4.081349206,2,1,2,90,1105469,12282.98889,Calle Coahuila,Centro Urbano Benito Juárez,6700
"Medellín340, Roma Norte, Cuauhtémoc, Distrito Federal",Medellín340,"Nocnok ID: MX21-KJ4248. ¡¡NUEVA OPORTUNIDAD de Ahorro entre 30 y 70% de DESCUENTO!!Pago de ContadoCentros comerciales, Vías de Acceso, RestaurantesEntrega GARANTIZADA!!!!Para Mayor InformaciónAgenda TU cita en nuestra oficina para una asesoría GRATUITAK.RADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Espacio Inmobili,19.404442,-99.162688,210,4.081349206,2,1,2,150,920000,6133.333333,Medellín,Colonia Roma Sur,6760
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Coahuila,"ATENCIÓN INVERSIONISTAS.HASTA DICIEMBRE 31 ADQUIERA CON UN DESCUENTO DEL 5% SOBRE EL PRECIO DE LISTA.DEPARTAMENTOS CON MARAVILLOSAS VISTAS PERMANENTES, EXCELENTES Y MÚLTIPLES AMENIDADES.ENTREGA OCTUBRE 2022.CALLE COAHUILA, COL. ROMA NORTE, CUAUHTEMOC, CDMX.ADQUIERA EN PREVENTA Y REVENDA OBTENIENDO UTILIDADES DEL 40 AL 60%.OVIVA DE SUS RENTAS OBTENIENDO DEL 10% AL 15% ANUAL, TENIENDO LAS PLUSVALIA A SU FAVOR, UNA TRANQUILIDAD FINANCIERA Y UN GRAN LEGADO.ODISFRUTELO CON UNA GRAN CALIDAD DE VIDA.RESERVELO CON $50,000ENGANCHE DEL 30% INICIALDIFERIDO 20% HASTA OCTUBRE 202250% A LA FIRMA DE ESCRITURA Y ENTREGA.Cercano a: Av. Cuauhtémoc, Eje 3 Sur Baja California, Centro Medico Siglo XXI, Club Deportivo Hacienda, Pabellón Cuauhtémoc, Parque Delta, Viaducto.Desde 41 hasta 132 m2Desde $3,270,000.00 hasta $6,853,000.00Cuentan con: Sala – Comedor, cocina equipada, 1 y 2 recamaras, 1 y 2 baños completos, 1 cajón de estacionamiento.Amenidades: Grill, Gimnasio. Horno para pizza, Jardines. Salón de eventos, Pet station, Teppanyaki, Roof Garden.Aceptamos y tramitamos todo tipo de crédito.INFORMES Y VENTAS:José Antonio Martínez 55 3897 8521joseantonio@renefuentes.com.mxRicardo Olvera 55 4033 5750ricardo@renefuentes.com.mxwww.renefuentes.com.mx",Aire Y Acero Inmobiliaria,19.4124257,-99.1565968,39,4.081349206,1,1,1,41,3270000,79756.09756,Calle Coahuila,Centro Urbano Benito Juárez,6700
"Av. Chapultepec246, Roma Norte, Cuauhtémoc, Distrito Federal",Av. Chapultepec246,"Nocnok ID: MX21-KL9639. ¡¡NUEVA OPORTUNIDAD de Ahorro entre 30 y 70% de DESCUENTO!!Pago de ContadoCentros comerciales, Vías de Acceso, RestaurantesEntrega GARANTIZADA!!!!Para Mayor InformaciónAgenda TU cita en nuestra oficina para una asesoría GRATUITAK.RADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Espacio Inmobili,19.423963,-99.160967,210,4.081349206,2,1,3,65,1277348,19651.50769,Calle Orizaba,Colonia Juárez,6700
"Tehuantepec, Roma Sur, Cuauhtémoc, Distrito Federal",Tehuantepec,"Dividido en 3 partes,consta de 13 departamentos con 3 PH, el edificio central es de forma circular.Tiene un estacionamiento subterráneo. Y un roof garden común.En una zona céntrica a un paso de Insurgentes, cerca de centro comercial Parque Delta y restaurantes. EasyBroker ID: EB-FJ4573",Zona Ryg,19.4045013,-99.165451,365,5,2,2,2,93,8192000,88086.02151,Calle Tehuantepec,Colonia Roma Sur,6760
"Av. Chapultepec246, Roma Norte, Cuauhtémoc, Distrito Federal",Av. Chapultepec246,"Nocnok ID: MX20-JM6303. Gran Oportunidad De Inversión En Col. Roma Norte, Del. Cuauhtémoc.¡¡NUEVA OPORTUNIDAD de Ahorro entre 30 y 70% de DESCUENTO!!					No aplica ningún tipo de crédito 					Se Encuentra Cerca de Centros comerciales, Vías de Acceso, Restaurantes					Entrega GARANTIZADA!!!!					Para Mayor Información 					Agenda TU cita en nuestra oficina, asesoría GRATUITA					Favor de Comunicarse Al teléfono 5554485120  ATADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Acreedores X Ti,19.4239626,-99.1609669,300,4.081349206,2,1,3,65,1277348,19651.50769,Calle Orizaba,Colonia Juárez,6700
"Tehuantepec, Roma Sur, Cuauhtémoc, Distrito Federal",Tehuantepec,"Dividido en 3 partes,consta de 13 departamentos con 3 PH, el edificio central es de forma circular.Tiene un estacionamiento subterráneo. Y un roof garden común.En una zona céntrica a un paso de Insurgentes, cerca de centro comercial Parque Delta y restaurantes. EasyBroker ID: EB-FJ4545",Zona Ryg,19.4045013,-99.165451,365,5,2,2,2,93,5673000,61000,Calle Tehuantepec,Colonia Roma Sur,6760
"Tonalá, Roma Sur, Cuauhtémoc, Distrito Federal",Tonalá,"El desarrollo esta localizado en uno de los barrios con mayor tradicion de la Ciudad de Mexico: Roma Sur.Con una ubicacion sin igual, se encuentra cerca de las vialidades mas importantes de la ciudad: cultura, comercio y gastronomia enmarcan el proyecto.Con ocho departamentos que van desde los 64m hasta los 90m , todos ellos con espacios privados.El conjunto se desarrolla en una esquina con amplias terrazas y luminoso patio interior.Entrega enero 2022Agenda tu visita hoy mismo! No los dejes escapar",Luxuryhabitatmx,19.4114483,-99.1611243,90,4,2,1,2,72,4440632,61675.44444,Calle Tonalá,Centro Urbano Benito Juárez,6700
"Roma, Monterrey, Nuevo León",,"Hermoso departamento en preventa con excelente ubicación y distribución, cuenta con 3 recámaras con baño y vestidor cada una, amplia área social y cocina, bodega, closet de blancos, 2 cajones de estacionamiento.TORRE CON SOLO 6 DEPARTAMENTOS Y EN DONDE NO HABRÁ CUOTA DE MANTENIMIENTOIncluye:*Pisos y azulejos porcelanato Castel 60x60*Yeso terminado*Ventanas línea Panorama de 3"" con cristal duovent*Puertas triplay caobilla 6mmm*Marco de madera de pino*Chapa interior defiant o similar*Canceles de vidrio en baños*Preparación para minisplits*Accesorios para empostrar marca Proyecta-Helvex, Línea integra*Mezcladora y regaderas marca Proyecta-Helvex, *Línea integra*Sanitario One Piece Sienna blanco Cato EasyBroker ID: EB-FY9165",Melo Bueno Bienes Raíces,25.6542625,-100.2978762,300,7,3,2,3,196,5600000,28571.42857,Calle Palestina,Roma,64700
"Roma, Monterrey, Nuevo León",,"Hermoso departamento en preventa con excelente ubicación y distribución, cuenta con 3 recámaras con baño y vestidor cada una, amplia área social y cocina, bodega, closet de blancos y 2 cajones de estacionamiento.TORRE CON SOLO 6 DEPARTAMENTOS Y EN DONDE NO HABRÁ CUOTA DE MANTENIMIENTOIncluye:*Pisos y azulejos porcelanato Castel 60x60*Yeso terminado*Ventanas línea Panorama de 3"" con cristal duovent*Puertas triplay caobilla 6mmm*Marco de madera de pino*Chapa interior defiant o similar*Canceles de vidrio en baños*Preparación para minisplits*Accesorios para empostrar marca Proyecta-Helvex, Línea integra*Mezcladora y regaderas marca Proyecta-Helvex, *Línea integra*Sanitario One Piece Sienna blanco Cato EasyBroker ID: EB-FY9177",Melo Bueno Bienes Raíces,25.6542625,-100.2978762,300,7,3,2,3,196,5500000,28061.22449,Calle Palestina,Roma,64700
"Linares, Roma Sur, Cuauhtémoc, Distrito Federal",Linares,Hermoso departamento a estrenar con terraza en Roma Sur.Edificio de 3 niveles con 5 departamentos Interior140 m23 recámaras 3 Baños completos 2 cajones de estacionamiento Centro de lavadoSala de TVTerraza remetida.Doble Altura ( Cada departamento tiene alturas libres de 3.20 y personalización de acabados)Los pisos son de duela de madera de 2cm. De espesor colocada sobre un bastidor de madera de 5 cm.,Morakalli Inmobiliaria,19.4054217,-99.1602247,60,6,3,2,3,140,8706563,62189.73571,Calle Linares,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Venta Departamento, nuevo, en una de las colonias más emblemáticas de la Ciudad de México: La Colonia Roma, se encuentra en un edificio de origen de los años 40,s. El departamento se entrega con acabados de lujo y consta de:*2 recámaras*2 baños*1 balcón Es un departamento con gran iluminación natural.Disponibles en Febrero del 2021InformesElizabeth Rojas EasyBroker ID: EB-GS3423",Nik Bienesraices,19.405299,-99.1649891,120,4,2,1,2,70,4734300,67632.85714,Calle Quintana Roo,Colonia Roma Sur,6760
"2 De Abril S/n, Roma, Monterrey, Nuevo León",2 De Abril S/n,24-DV-6301Expertos en Inmuebles Amamos lo que HacemosTe Apoyamos en Tramitar tu Crédito Hipotecario SIN Costo para Ti,Realtyworld Herrerapalacios,25.65666,-100.2991384,22,4.081349206,2,1,3,105,5118269,48745.41905,Calle Paricutín,Nuevo Repueblo,64700
"2 De Abril S/n, Roma, Monterrey, Nuevo León",2 De Abril S/n,PRE VENTA DE 15 DEPARTAMENTOS EN ZONA TECPARAGON ES UN DESARROLLO DE USOS MIXTOS QUE CUENTATAMBIEN CON 12 LOCALES COMERCIALES Y 30 OFICINASNOTA. ESTARAN LISTOS EN 2024TIPO D SUPERFICIE 105 m 2SalaComedorArea de LavanderíaRecámara principal con walk in closet y bañoDos Recámaras secundarias con closetBaño completoPatioAmenidadesPlaza frontal con área verdeSeguridad 24 hrs/ control de accesoArea de asadoresCajones de estacionamientoTerrazas socialesBodegas en ventaSalas de juntas y baños en oficinasEsquema de PagosEnganche 10%24 meses 20 %Escrituración   70 %24-DV-6303Expertos en Inmuebles Amamos lo que HacemosTe Apoyamos en Tramitar tu Crédito Hipotecario SIN Costo para Ti,Realtyworld Herrerapalacios,25.65666,-100.2991384,22,4.081349206,2,1,3,105,4567979,43504.5619,Calle Paricutín,Nuevo Repueblo,64700
"2 De Abril  S/n, Roma, Monterrey, Nuevo León",2 De Abril  S/n,PRE VENTA DE 15 DEPARTAMENTOS EN ZONA TECPARAGON ES UN DESARROLLO DE USOS MIXTOS QUE CUENTATAMBIEN CON 12 LOCALES COMERCIALES Y 30 OFICINASNOTA. ESTARAN LISTOS EN 2024TIPO LArea 112 m 2 NIVEL 4SalaComedorArea de LavanderíaRecámara principal con walk in closet y bañoDos Recámaras secundarias con closetBaño completoPatioAmenidadesPlaza frontal con área verdeSeguridad 24 hrs/ control de accesoArea de asadoresCajones de estacionamientoTerrazas socialesBodegas en ventaSalas de juntas y baños en oficinasEsquema de PagosEnganche 10%24 meses 20%Escrituración 70%24-DV-6312Expertos en Inmuebles Amamos lo que HacemosTe Apoyamos en Tramitar tu Crédito Hipotecario SIN Costo para Ti,Realtyworld Herrerapalacios,25.65666,-100.2991384,22,4.081349206,2,1,3,33,4966989,150514.8182,Calle Paricutín,Nuevo Repueblo,64700
"Córdoba48, Roma Norte, Cuauhtémoc, Distrito Federal",Córdoba48,"Nocnok ID: MX20-JB5093. NUEVA OPORTUNIDAD DE INVERSION EN LA COLONIA ROMA NORTEGran oportunidad de adquirir un inmueble muy por DEBAJO de su COSTO COMERCIAL desde un 40 hasta un 60% de descuento. Una excelente inversión, con todas las garantías y certeza ante notario público.Los pagos únicamente se pueden realizar vía depósito, cheque o transferencia.Todos los inmuebles de nuestra cartera ya cuentan con una sentencia a favor del banco (el deudor ya agoto sus instancias jurídicas).ESTAMOS ESPECIALIZADOS EN REMATES BANCARIOSContáctanos  AL 5554485120, WhatsApp: 5620716950, PARA MÁS INFORMACIÓN O PROGRAMAR UNA CITA EN NUESTRAS OFICINAS.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Acreedores X Ti,19.422147,-99.159086,300,4.081349206,2,1,3,100,1020000,10200,Calle Córdoba,Colonia Juárez,6700
"Córdoba48, Roma Norte, Cuauhtémoc, Distrito Federal",Córdoba48,"Nocnok ID: MX20-JB5093. NUEVA OPORTUNIDAD DE INVERSION EN LA COLONIA ROMA NORTEGran oportunidad de adquirir un inmueble muy por DEBAJO de su COSTO COMERCIAL desde un 40 hasta un 60% de descuento. Una excelente inversión, con todas las garantías y certeza ante notario público.Los pagos únicamente se pueden realizar vía depósito, cheque o transferencia.Todos los inmuebles de nuestra cartera ya cuentan con una sentencia a favor del banco (el deudor ya agoto sus instancias jurídicas).ESTAMOS ESPECIALIZADOS EN REMATES BANCARIOSContáctanos  AL 5554485120, WhatsApp: 5620716950, PARA MÁS INFORMACIÓN O PROGRAMAR UNA CITA EN NUESTRAS OFICINAS.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Acreedores X Ti,19.4221472,-99.1590856,300,4.081349206,2,1,3,100,2750667,27506.67,Calle Córdoba,Colonia Juárez,6700
